Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Publisher,Language,Rights,Library Catalog,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags
3L8NNDQ8,webpage,,,Cristia: Accuracy of the language environment analysis... - Google Scholar,,,,,https://scholar.google.com/scholar_lookup?&title=Accuracy%20of%20the%20Language%20Environment%20Analysis%20System%20Segmentation%20and%20Metrics%3A%20A%20Systematic%20Review&journal=Journal%20of%20Speech%2C%20Language%2C%20and%20Hearing%20Research&doi=10.1044%2F2020_JSLHR-19-00017&volume=63&issue=4&pages=1093-1105&publication_year=2020&author=Cristia%2CA&author=Bulgarelli%2CF&author=Bergelson%2CE,,,6/24/2024 15:32,5/29/2025 12:58,6/24/2024 15:32,,,,,,,,,,,C:\Users\damru\Zotero\storage\43DV8LF4\scholar_lookup.html; ,https://scholar.google.com/scholar_lookup?&title=Accuracy%20of%20the%20Language%20Environment%20Analysis%20System%20Segmentation%20and%20Metrics%3A%20A%20Systematic%20Review&journal=Journal%20of%20Speech%2C%20Language%2C%20and%20Hearing%20Research&doi=10.1044%2F2020_JSLHR-19-00017&volume=63&issue=4&pages=1093-1105&publication_year=2020&author=Cristia%2CA&author=Bulgarelli%2CF&author=Bergelson%2CE,,
YGWLLBUI,journalArticle,2021,"Cristia, Alejandrina; Lavechin, Marvin; Scaff, Camila; Soderstrom, Melanie; Rowland, Caroline; Räsänen, Okko; Bunce, John; Bergelson, Elika",A thorough evaluation of the Language Environment Analysis (LENA) system,Behavior Research Methods,,1554-3528,10.3758/s13428-020-01393-5,https://doi.org/10.3758/s13428-020-01393-5,"In the previous decade, dozens of studies involving thousands of children across several research disciplines have made use of a combined daylong audio-recorder and automated algorithmic analysis called the LENAⓇ system, which aims to assess children’s language environment. While the system’s prevalence in the language acquisition domain is steadily growing, there are only scattered validation efforts on only some of its key characteristics. Here, we assess the LENAⓇ system’s accuracy across all of its key measures: speaker classification, Child Vocalization Counts (CVC), Conversational Turn Counts (CTC), and Adult Word Counts (AWC). Our assessment is based on manual annotation of clips that have been randomly or periodically sampled out of daylong recordings, collected from (a) populations similar to the system’s original training data (North American English-learning children aged 3-36 months), (b) children learning another dialect of English (UK), and (c) slightly older children growing up in a different linguistic and socio-cultural setting (Tsimane’ learners in rural Bolivia). We find reasonably high accuracy in some measures (AWC, CVC), with more problematic levels of performance in others (CTC, precision of male adults and other children). Statistical analyses do not support the view that performance is worse for children who are dissimilar from the LENAⓇ original training set. Whether LENAⓇ results are accurate enough for a given research, educational, or clinical application depends largely on the specifics at hand. We therefore conclude with a set of recommendations to help researchers make this determination for their goals.",4/1/2021,6/24/2024 15:30,5/29/2025 11:52,6/24/2024 15:30,467-486,2,53,Behav Res,,en,,Springer Link,,,C:\Users\damru\Zotero\storage\B2LIYICS\Cristia et al. - 2021 - A thorough evaluation of the Language Environment .pdf; ,https://link.springer.com/content/pdf/10.3758%2Fs13428-020-01393-5.pdf,,Adult Word Count; Agreement; Child Vocalization Count; Conversational Turn Count; English; Human transcription; LENA; Measurement error; Method comparison; Reliability; Speech technology; Tsimane’
9RXM4PKZ,preprint,2022,"Johnson, Alexander; Fan, Ruchao; Morris, Robin; Alwan, Abeer",LPC Augment: An LPC-Based ASR Data Augmentation Algorithm for Low and Zero-Resource Children's Dialects,,,,10.48550/arXiv.2202.09529,http://arxiv.org/abs/2202.09529,"This paper proposes a novel linear prediction coding-based data aug-mentation method for children's low and zero resource dialect ASR. The data augmentation procedure consists of perturbing the formant peaks of the LPC spectrum during LPC analysis and reconstruction. The method is evaluated on two novel children's speech datasets with one containing California English from the Southern CaliforniaArea and the other containing a mix of Southern American English and African American English from the Atlanta, Georgia area. We test the proposed method in training both an HMM-DNN system and an end-to-end system to show model-robustness and demonstrate that the algorithm improves ASR performance, especially for zero resource dialect children's task, as compared to common data augmentation methods such as VTLP, Speed Perturbation, and SpecAugment.",2/21/2022,6/23/2024 21:08,5/29/2025 10:03,6/23/2024 21:08,,,,,arXiv,,,arXiv.org,"arXiv:2202.09529 [cs, eess]",,C:\Users\damru\Zotero\storage\3ZTHYQXK\Johnson et al. - 2022 - LPC Augment An LPC-Based ASR Data Augmentation Al.pdf; ; C:\Users\damru\Zotero\storage\PJQB8I3N\2202.html; ,https://arxiv.org/pdf/2202.09529.pdf; https://arxiv.org/abs/2202.09529,,"Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; 14J60 (Primary) 14F05, 14J26 (Secondary); F.2.2; I.2.7"
KR9HCNQN,journalArticle,,"Ehlert, Hanna; Beaulac, Edith; Wallbaum, Maren; Gebauer, Christopher; Rumberg, Lars; Ostermann, Jörn; Lüdtke, Ulrike",COLLECTING AND ANNOTATING NATURAL CHILD SPEECH DATA – CHALLENGES AND INTERDISCIPLINARY PERSPECTIVES,,,,,,"In this paper we share experiences on collecting and annotating child speech data from our speech language therapy background and the TALC-project (Tools for Analyzing Language and Communication) where we explore the application of machine learning models (focus ASR) for linguistic and speech therapy purposes in an interdisciplinary team. We will reﬂect on the importance of collecting natural speech data for ASR model training and will summarize recommended methods for eliciting such spontaneous child speech at different ages. For annotating recorded data such as transcribing them and marking relevant parts for subsequent analysis, we will focus on possible ways to ensure communication between different researchers. Throughout, we will elaborate on the interdisciplinary collaboration in our project in order to ensure that requirements of model developers and end-users are met.",,6/23/2024 18:10,5/29/2025 12:59,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\WN79Y87J\Ehlert et al. - COLLECTING AND ANNOTATING NATURAL CHILD SPEECH DAT.pdf,,,
LZP2GN7P,conferencePaper,2018,"Sailor, Hardik; Patil, Ankur; Patil, Hemant",Advances in Low Resource ASR: A Deep Learning Perspective,6th Workshop on Spoken Language Technologies for Under-Resourced Languages (SLTU 2018),,,10.21437/SLTU.2018-4,https://www.isca-archive.org/sltu_2018/sailor18b_sltu.html,"Recently, developing Automatic Speech Recognition (ASR) systems for Low Resource (LR) languages is an active research area. The research in ASR is signiﬁcantly advanced using deep learning approaches producing state-of-the-art results compared to the conventional approaches. However, it is still challenging to use such approaches for LR languages since it requires a huge amount of training data. Recently, data augmentation, multilingual and cross-lingual approaches, transfer learning, etc. enable training deep learning architectures. This paper presents an overview of deep learning-based approaches for building ASR for LR languages. Recent projects and events organized to support the development of ASR and related applications in this direction are also discussed. This paper could be a good motivation for the researchers interested to work towards low resource ASR using deep learning techniques. The approaches described here could be useful in other related applications, such as audio search.",8/29/2018,6/23/2024 16:28,5/29/2025 12:58,6/23/2024 16:28,15-19,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\8Y4NW6JQ\Sailor et al. - 2018 - Advances in Low Resource ASR A Deep Learning Pers.pdf; ,https://www.isca-archive.org/sltu_2018/sailor18b_sltu.pdf,,
IH9WEVVB,conferencePaper,2019,"Prasad, Manasa; Esch, Daan Van; Ritchie, Sandy; Mortensen, Jonas Fromseier",Building Large-Vocabulary ASR Systems for Languages Without Any Audio Training Data,Interspeech 2019,,,10.21437/Interspeech.2019-1775,https://www.isca-archive.org/interspeech_2019/prasad19_interspeech.html,"When building automatic speech recognition (ASR) systems, typically some amount of audio and text data in the target language is needed. While text data can be obtained relatively easily across many languages, transcribed audio data is challenging to obtain. This presents a barrier to making voice technologies available in more languages of the world. In this paper, we present a way to build an ASR system system for a language even in the absence of any audio training data in that language at all. We do this by simply re-using an existing acoustic model from a phonologically similar language, without any kind of modiﬁcation or adaptation towards the target language. The basic insight is that, if two languages are sufﬁciently similar in terms of their phonological system, an acoustic model should hold up relatively well when used for another language. We describe how we tailor our pronunciation models to enable such re-use, and show experimental results across a number of languages from various language families. We also provide a theoretical analysis of situations in which this approach is likely to work. Our results show that it is possible to achieve less than 20% word error rate (WER) using this method.",9/15/2019,6/23/2024 16:23,5/29/2025 10:01,6/23/2024 16:23,271-275,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\MARITUI6\Prasad et al. - 2019 - Building Large-Vocabulary ASR Systems for Language.pdf; ,https://www.isca-archive.org/interspeech_2019/prasad19_interspeech.pdf,,
2BUT5QKW,conferencePaper,2022,"Li, Chengfei; Deng, Shuhao; Wang, Yaoping; Wang, Guangjing; Gong, Yaguang; Chen, Changbin; Bai, Jinfeng",TALCS: An open-source Mandarin-English code-switching corpus and a speech recognition baseline,Interspeech 2022,,,10.21437/Interspeech.2022-877,https://www.isca-archive.org/interspeech_2022/li22j_interspeech.html,"This paper introduces a new corpus of Mandarin-English code-switching speech recognition—TALCS corpus, suitable for training and evaluating code-switching speech recognition systems. TALCS corpus is derived from real online one-to-one English teaching scenes in TAL education group, which contains roughly 587 hours of speech sampled at 16 kHz. To our best knowledge, TALCS corpus is the largest well labeled Mandarin-English code-switching open source automatic speech recognition (ASR) dataset in the world. In this paper, we will introduce the recording procedure in detail, including audio capturing devices and corpus environments. And the TALCS corpus is freely available for download under the permissive license1. Using TALCS corpus, we conduct ASR experiments in two popular speech recognition toolkits to make a baseline system, including ESPnet and Wenet. The Mixture Error Rate (MER) performance in the two speech recognition toolkits is compared in TALCS corpus. The experimental results implies that the quality of audio recordings and transcriptions are promising and the baseline system is workable.",9/18/2022,6/21/2024 23:30,5/29/2025 10:02,6/21/2024 23:30,1741-1745,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\TGJ7J6XT\Li et al. - 2022 - TALCS An open-source Mandarin-English code-switch.pdf; ,https://arxiv.org/pdf/2206.13135,,
PCU4YUF5,conferencePaper,2005,"Batliner, Anton; Blomberg, Mats; D'Arcy, Shona; Elenius, Daniel; Giuliani, Diego; Gerosa, Matteo; Hacker, Christian; Russell, Martin; Steidl, Stefan; Wong, Michael",The PF_STAR children's speech corpus,Interspeech 2005,,,10.21437/Interspeech.2005-705,https://www.isca-archive.org/interspeech_2005/batliner05b_interspeech.html,"This paper describes the corpus of recordings of children’s speech which was collected as part of the EU FP5 PF STAR project. The corpus contains more than 60 hours of speech, including read and imitated native-language speech in British English, German and Swedish, read and imitated non-nativelanguage English speech from German, Italian and Swedish children, and native-language spontaneous and emotional speech in English and German.",9/4/2005,6/20/2024 1:01,5/29/2025 12:59,6/20/2024 1:01,2761-2764,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\MUYBNS32\Batliner et al. - 2005 - The PF_STAR children's speech corpus.pdf; ,https://www.isca-archive.org/interspeech_2005/batliner05b_interspeech.pdf,,
QM5MSBP4,preprint,2018,"Sanchez, Alessandro; Meylan, Stephan; Braginsky, Mika; MacDonald, Kyle; Yurovsky, Daniel; Frank, Michael C.",childes-db: a flexible and reproducible interface to the Child Language Data Exchange System,,,,10.31234/osf.io/93mwx,https://osf.io/93mwx,"The Child Language Data Exchange System (CHILDES) has played a critical role in research on child language development, particularly in characterizing the early language learning environment. Access to these data can be both complex for novices and difficult to automate for advanced users, however. To address these issues, we introduce childes-db, a database-formatted mirror of CHILDES that improves data accessibility and usability by offering novel interfaces, including browsable web applications and an R application programming interface (API). Along with versioned infrastructure that facilitates reproducibility of past analyses, these interfaces lower barriers to analyzing naturalistic parent-child language, allowing for a wider range of researchers in language and cognitive development to easily leverage CHILDES in their work.",4/23/2018,6/19/2024 2:40,5/29/2025 12:58,6/19/2024 2:40,,,,,OSF,en-us,,OSF Preprints,,,C:\Users\damru\Zotero\storage\RZZ88FXU\Sanchez et al. - 2018 - childes-db a flexible and reproducible interface .pdf; ,https://psyarxiv.com/93mwx/download,,
AWMQTAVW,journalArticle,2020,"Anh, Nguyen Tuan; Linh, Tran Thi Ngoc; Hien, Dang Thi",Automatic Multilingual Speech Recognition,,,,,,"Automatic Speech Recognition (ASR) for multi-languages is currently attracting more and more attention; however, development is still hampered by the need for language experts. End-toEnd ASR simplifies their work by directly predicting the output character based on the acoustic input. This study presents the improvement of LIS-Net model for End-to-End Vietnamese and Chinese ASR system. In this study, an efficient yet accurate end-to-end multilingual multi-speaker ASR model has developed, allowing direct conversion of raw speech audio signals into text of multiple languages. This study proposes a new method of coding labels specifically for multiple languages by pagination labels by language. The results of this study are significantly improved compared to that of baseline models.",2020,6/14/2024 19:39,5/29/2025 12:59,,,5,7,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\RSPA3SVW\Anh et al. - 2020 - Automatic Multilingual Speech Recognition.pdf; ,https://www.ijeas.org/download_data/IJEAS0705013.pdf,,
R9Y95CPL,journalArticle,,"Černiavski, Rafal",Cross-lingual and Multilingual Automatic Speech Recognition for Scandinavian Languages,,,,,,,,6/14/2024 19:39,5/29/2025 12:59,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\NQCRQUZ7\Černiavski - Cross-lingual and Multilingual Automatic Speech Re.pdf; ,https://uu.diva-portal.org/smash/get/diva2:1675877/FULLTEXT01.pdf,,
Q4QAXEG5,conferencePaper,2019,"Pires, Telmo; Schlinger, Eva; Garrette, Dan",How Multilingual is Multilingual BERT?,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,,,10.18653/v1/P19-1493,https://aclanthology.org/P19-1493,"In this paper, we show that Multilingual BERT (M-BERT), released by Devlin et al. (2018) as a single language model pre-trained from monolingual corpora in 104 languages, is surprisingly good at zero-shot cross-lingual model transfer, in which task-specific annotations in one language are used to fine-tune the model for evaluation in another language. To understand why, we present a large number of probing experiments, showing that transfer is possible even to languages in different scripts, that transfer works best between typologically similar languages, that monolingual corpora can train models for code-switching, and that the model can find translation pairs. From these results, we can conclude that M-BERT does create multilingual representations, but that these representations exhibit systematic deficiencies affecting certain language pairs.",2019-07,6/12/2024 16:25,5/29/2025 10:01,6/12/2024 16:25,4996–5001,,,,Association for Computational Linguistics,,,ACLWeb,,,C:\Users\damru\Zotero\storage\F9UGB4KG\Pires et al. - 2019 - How Multilingual is Multilingual BERT.pdf; ,https://aclanthology.org/P19-1493.pdf,,
8ACI3VJT,journalArticle,1999,"Neufeld, Eric",Book Reviews: Statistical Methods for Speech Recognition,Computational Linguistics,,,,https://aclanthology.org/J99-2009,,1999,6/11/2024 21:19,5/29/2025 10:01,6/11/2024 21:19,,2,25,,,,,ACLWeb,"Place: Cambridge, MA Publisher: MIT Press",,C:\Users\damru\Zotero\storage\QUXRJDF3\Neufeld - 1999 - Book Reviews Statistical Methods for Speech Recog.pdf; ,https://aclanthology.org/J99-2009.pdf,,
6XB4IRAW,conferencePaper,2021,"Conneau, Alexis; Baevski, Alexei; Collobert, Ronan; Mohamed, Abdelrahman; Auli, Michael",Unsupervised Cross-Lingual Representation Learning for Speech Recognition,,,,10.21437/Interspeech.2021-329,https://www.isca-archive.org/interspeech_2021/conneau21_interspeech.html,,2021,6/10/2024 21:20,5/29/2025 11:52,6/10/2024 21:20,2426-2430,,,,,,,www.isca-archive.org,,,C:\Users\damru\Zotero\storage\KV67N6WJ\Conneau et al. - 2021 - Unsupervised Cross-Lingual Representation Learning.pdf; ,https://arxiv.org/pdf/2006.13979,,
456C6452,conferencePaper,2020,"Datta, Arindrima; Ramabhadran, Bhuvana; Emond, Jesse; Kannan, Anjuli; Roark, Brian",Language-agnostic multilingual modeling,"ICASSP 2020-2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,https://ieeexplore.ieee.org/abstract/document/9053443/,,2020,4/9/2024 4:34,5/29/2025 12:59,4/9/2024 4:33,8239–8243,,,,IEEE,,,Google Scholar,,,C:\Users\damru\Zotero\storage\2SD9R7HC\Datta et al. - 2020 - Language-agnostic multilingual modeling.pdf; ,https://arxiv.org/pdf/2004.09571,,
A7Y8L3L6,journalArticle,2024,"Sobti, Rajni; Guleria, Kalpna; Kadyan, Virender","Comprehensive literature review on children automatic speech recognition system, acoustic linguistic mismatch approaches and challenges",Multimedia Tools and Applications,,1573-7721,10.1007/s11042-024-18753-4,https://link.springer.com/10.1007/s11042-024-18753-4,,3/11/2024,4/9/2024 4:37,5/29/2025 12:58,4/9/2024 4:37,,,,Multimed Tools Appl,,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\TRJ68QI8\Sobti et al. - 2024 - Comprehensive literature review on children automa.pdf; ,https://link.springer.com/content/pdf/10.1007%2Fs11042-024-18753-4.pdf,,Acoustic and Linguistic Variations; Applications of Child ASRs; Automatic Speech Recognition; Data Augmentation; Low Resource Language; Mismatch ASR
9BHQLF9S,journalArticle,2022,"Sobti, Rajni; Kadyan, Virender; Guleria, Kalpna",Challenges for Designing of Children Speech Corpora: A State-of-the-Art Review,ECS Transactions,,1938-5862,10.1149/10701.9053ecst,https://iopscience.iop.org/article/10.1149/10701.9053ecst/meta,"Challenges for Designing of Children Speech Corpora: A State-of-the-Art Review, Rajni Sobti, Virender Kadyan, Kalpna Guleria",4/24/2022,4/9/2024 4:06,5/29/2025 12:58,4/9/2024 4:06,9053,1,107,ECS Trans.,,en,,iopscience.iop.org,Publisher: IOP Publishing,,C:\Users\damru\Zotero\storage\IFVMIGWU\Sobti et al. - 2022 - Challenges for Designing of Children Speech Corpor.pdf; ,https://iopscience.iop.org/article/10.1149/10701.9053ecst/pdf,,
MAINLZJ7,journalArticle,2022,"Hidayatullah, Ahmad Fathan; Qazi, Atika; Lai, Daphne Teck Ching; Apong, Rosyzie Anna","A systematic review on language identification of code-mixed text: techniques, data availability, challenges, and framework development",IEEE access,,,,https://ieeexplore.ieee.org/abstract/document/9956817/,,2022,4/11/2024 23:14,5/29/2025 13:00,4/11/2024 23:14,122812–122831,,10,,,,,Google Scholar,Publisher: IEEE,,"C:\Users\damru\Zotero\storage\9TTYZ4R8\2006 - (PDF) A Systematic Review on Language Identification of Code-Mixed Text Techniques, Data Availabili.pdf",,,
GI4VFKMI,preprint,2020,"Sitaram, Sunayana; Chandu, Khyathi Raghavi; Rallabandi, Sai Krishna; Black, Alan W.",A Survey of Code-switched Speech and Language Processing,,,,,http://arxiv.org/abs/1904.00784,"Code-switching, the alternation of languages within a conversation or utterance, is a common communicative phenomenon that occurs in multilingual communities across the world. This survey reviews computational approaches for code-switched Speech and Natural Language Processing. We motivate why processing code-switched text and speech is essential for building intelligent agents and systems that interact with users in multilingual communities. As code-switching data and resources are scarce, we list what is available in various code-switched language pairs with the language processing tasks they can be used for. We review code-switching research in various Speech and NLP applications, including language processing tools and end-to-end systems. We conclude with future directions and open problems in the field.",7/22/2020,4/11/2024 23:14,5/29/2025 12:58,4/11/2024 23:13,,,,,arXiv,,,arXiv.org,"arXiv:1904.00784 [cs, stat]",,C:\Users\damru\Zotero\storage\B48JHEYQ\Sitaram et al. - 2020 - A Survey of Code-switched Speech and Language Proc.pdf; ; C:\Users\damru\Zotero\storage\8MHRR4WK\1904.html; ,https://arxiv.org/pdf/1904.00784.pdf; https://arxiv.org/abs/1904.00784,,Computer Science - Computation and Language; Computer Science - Machine Learning; Statistics - Machine Learning
E9CEJFEH,journalArticle,2014,"Crowe, Kathryn; McLeod, Sharynne",A systematic review of cross-linguistic and multilingual speech and language outcomes for children with hearing loss,International Journal of Bilingual Education and Bilingualism,,"1367-0050, 1747-7522",10.1080/13670050.2012.758686,http://www.tandfonline.com/doi/abs/10.1080/13670050.2012.758686,,5/4/2014,4/19/2024 21:09,5/29/2025 11:52,4/19/2024 21:09,287-309,3,17,International Journal of Bilingual Education and Bilingualism,,en,,DOI.org (Crossref),,,,,,
DTAQ3YNL,bookSection,2012,"Butler, Yuko Goto",Bilingualism/Multilingualism and Second‐Language Acquisition,The Handbook of Bilingualism and Multilingualism,978-1-4443-3490-6 978-1-118-33238-2,,,https://onlinelibrary.wiley.com/doi/10.1002/9781118332382.ch5,,11/7/2012,4/19/2024 21:09,5/29/2025 12:59,4/19/2024 21:09,109-136,,,,Wiley,en,http://doi.wiley.com/10.1002/tdm_license_1.1,DOI.org (Crossref),DOI: 10.1002/9781118332382.ch5,,C:\Users\damru\Zotero\storage\HSI3YW98\Butler - 2012 - BilingualismMultilingualism and Second‐Language A.pdf; ,https://www.researchgate.net/profile/Yuko-Butler/publication/287446419_BilingualismMultilingualism_and_Second-Language_Acquisition/links/5ad4e2feaca272fdaf7c02f0/Bilingualism-Multilingualism-and-Second-Language-Acquisition.pdf,,
SLHF5CTI,bookSection,2017,"De Houwer, Annick",Bilingual Language Acquisition,The Handbook of Child Language,978-0-631-20312-4 978-1-4051-6631-7,,,https://onlinelibrary.wiley.com/doi/10.1111/b.9780631203124.1996.00009.x,,8/18/2017,4/19/2024 21:07,5/29/2025 13:00,4/19/2024 21:07,219-250,,,,Wiley,en,,DOI.org (Crossref),DOI: 10.1111/b.9780631203124.1996.00009.x,,,,,
A6PIC3K2,conferencePaper,2021,"Diwan, Anuj; Vaideeswaran, Rakesh; Shah, Sanket; Singh, Ankita; Raghavan, Srinivasa; Khare, Shreya; Unni, Vinit; Vyas, Saurabh; Rajpuria, Akash; Yarra, Chiranjeevi; Mittal, Ashish; Ghosh, Prasanta Kumar; Jyothi, Preethi; Bali, Kalika; Seshadri, Vivek; Sitaram, Sunayana; Bharadwaj, Samarth; Nanavati, Jai; Nanavati, Raoul; Sankaranarayanan, Karthik; Seeram, Tejaswi; Abraham, Basil",Multilingual and code-switching ASR challenges for low resource Indian languages,Interspeech 2021,,,10.21437/Interspeech.2021-1339,http://arxiv.org/abs/2104.00235,"Recently, there is increasing interest in multilingual automatic speech recognition (ASR) where a speech recognition system caters to multiple low resource languages by taking advantage of low amounts of labeled corpora in multiple languages. With multilingualism becoming common in today's world, there has been increasing interest in code-switching ASR as well. In code-switching, multiple languages are freely interchanged within a single sentence or between sentences. The success of low-resource multilingual and code-switching ASR often depends on the variety of languages in terms of their acoustics, linguistic characteristics as well as the amount of data available and how these are carefully considered in building the ASR system. In this challenge, we would like to focus on building multilingual and code-switching ASR systems through two different subtasks related to a total of seven Indian languages, namely Hindi, Marathi, Odia, Tamil, Telugu, Gujarati and Bengali. For this purpose, we provide a total of ~600 hours of transcribed speech data, comprising train and test sets, in these languages including two code-switched language pairs, Hindi-English and Bengali-English. We also provide a baseline recipe for both the tasks with a WER of 30.73% and 32.45% on the test sets of multilingual and code-switching subtasks, respectively.",8/30/2021,4/19/2024 20:47,5/29/2025 12:59,4/19/2024 20:47,2446-2450,,,,,,,arXiv.org,"arXiv:2104.00235 [cs, eess]",,C:\Users\damru\Zotero\storage\3MTLXVNU\Diwan et al. - 2021 - Multilingual and code-switching ASR challenges for.pdf; ; C:\Users\damru\Zotero\storage\HEX34STU\2104.html; ,https://arxiv.org/pdf/2104.00235.pdf; https://arxiv.org/abs/2104.00235,,Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language
62PSYWRN,conferencePaper,2019,"Park, Daniel S.; Chan, William; Zhang, Yu; Chiu, Chung-Cheng; Zoph, Barret; Cubuk, Ekin D.; Le, Quoc V.",SpecAugment: A Simple Data Augmentation Method for Automatic Speech Recognition,Interspeech 2019,,,10.21437/Interspeech.2019-2680,http://arxiv.org/abs/1904.08779,"We present SpecAugment, a simple data augmentation method for speech recognition. SpecAugment is applied directly to the feature inputs of a neural network (i.e., filter bank coefficients). The augmentation policy consists of warping the features, masking blocks of frequency channels, and masking blocks of time steps. We apply SpecAugment on Listen, Attend and Spell networks for end-to-end speech recognition tasks. We achieve state-of-the-art performance on the LibriSpeech 960h and Swichboard 300h tasks, outperforming all prior work. On LibriSpeech, we achieve 6.8% WER on test-other without the use of a language model, and 5.8% WER with shallow fusion with a language model. This compares to the previous state-of-the-art hybrid system of 7.5% WER. For Switchboard, we achieve 7.2%/14.6% on the Switchboard/CallHome portion of the Hub5'00 test set without the use of a language model, and 6.8%/14.1% with shallow fusion, which compares to the previous state-of-the-art hybrid system at 8.3%/17.3% WER.",9/15/2019,4/19/2024 20:37,5/29/2025 10:01,4/19/2024 20:37,2613-2617,,,,,,,arXiv.org,"arXiv:1904.08779 [cs, eess, stat]",,C:\Users\damru\Zotero\storage\CYH3ALM3\Park et al. - 2019 - SpecAugment A Simple Data Augmentation Method for.pdf; ; ; C:\Users\damru\Zotero\storage\UX9BECDT\1904.html; ; ,https://arxiv.org/pdf/1904.08779.pdf; https://arxiv.org/pdf/1904.08779.pdf; https://arxiv.org/abs/1904.08779; https://arxiv.org/abs/1904.08779,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language; Computer Science - Machine Learning; Statistics - Machine Learning
SZ8LJD22,journalArticle,,"Chung, Yu-An",Self-Supervised Learning for Speech Processing,,,,,,"Deep neural networks trained with supervised learning algorithms on large amounts of labeled speech data have achieved remarkable performance on various spoken language processing applications, often being the state of the arts on the corresponding leaderboards. However, the fact that training these systems relies on large amounts of annotated speech poses a scalability bottleneck for the continued advancement of state-of-the-art performance, and an even more fundamental barrier for deployment of deep neural networks in speech domains where labeled data are intrinsically rare, costly, or time-consuming to collect.",,4/12/2024 21:41,5/29/2025 12:59,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\FH3IE7LQ\Chung - Self-Supervised Learning for Speech Processing.pdf,,,
DCB3FCMX,preprint,2023,"Adebara, Ife; Elmadany, AbdelRahim; Abdul-Mageed, Muhammad; Inciarte, Alcides Alcoba",SERENGETI: Massively Multilingual Language Models for Africa,,,,,http://arxiv.org/abs/2212.10785,"Multilingual pretrained language models (mPLMs) acquire valuable, generalizable linguistic information during pretraining and have advanced the state of the art on task-specific finetuning. To date, only ~31 out of ~2,000 African languages are covered in existing language models. We ameliorate this limitation by developing SERENGETI, a massively multilingual language model that covers 517 African languages and language varieties. We evaluate our novel models on eight natural language understanding tasks across 20 datasets, comparing to 4 mPLMs that cover 4-23 African languages. SERENGETI outperforms other models on 11 datasets across the eights tasks, achieving 82.27 average F_1. We also perform analyses of errors from our models, which allows us to investigate the influence of language genealogy and linguistic similarity when the models are applied under zero-shot settings. We will publicly release our models for research.\footnote{\href{https://github.com/UBC-NLP/serengeti}{https://github.com/UBC-NLP/serengeti}}",5/26/2023,4/12/2024 21:35,5/29/2025 12:59,4/12/2024 21:35,,,,,arXiv,,,arXiv.org,arXiv:2212.10785 [cs],,C:\Users\damru\Zotero\storage\G29V8QY3\Adebara et al. - 2023 - SERENGETI Massively Multilingual Language Models .pdf; ; C:\Users\damru\Zotero\storage\8DBETHI5\2212.html; ,https://arxiv.org/pdf/2212.10785.pdf; https://arxiv.org/abs/2212.10785,,Computer Science - Artificial Intelligence; Computer Science - Computation and Language
